payment_id,ticket_id,payment_method,status,payment_date
31942,167377,Bank Transfer,Failed,45225.29597
31943,190063,Mobile Money,co mpleted,44649.6844
31944,121387,,CO MPLETED,44859.80719
31945,28975,Mobile Money,Pending,45726.27685
31946,64280,,Failed,44591.38495
31947,87149,Mobile Money,Failed,45753.31011
31948,259754,Credit Card,Failed,45898.81257
31949,14483,mo bile money,Failed,45322.51997
31950,119225,BA NK TRANSFER,,45539.9631
31951,270823,CREDIT CARD,Pending,44277.83142
31952,58562,Mobile Money,Failed,43967.00243
31953,197205,Credit Card,Pending,45291.06992
31954,142828,Mobile Money,,44617.67149
31955,104307,Bank Transfer,Pending,45135.31328
31956,62045,Credit Card,,44688.09661
31957,299390,Debit Card,Pending,44917.7967
31958,416,,Failed,45604.84937
31959,22013,Bank Transfer,Completed,45834.53515
31960,13740,ba nk transfer,PENDING,44697.92109
31961,140108,de bit card,Completed,44858.0633
31962,255325,bank transfer,,45011.71545
31963,241785,Bank Transfer,failed,45446.85248
31964,124586,Credit Card,failed,44292.34133
31965,270971,Credit Card,Failed,44973.28571
31966,187651,PayPal,Completed,45817.82313
31967,121096,Mobile Money,Pending,44089.83761
31968,217734,,pending,44230.67727
31969,73606,BA NK TRANSFER,Pending,45410.39982
31970,207608,Bank Transfer,,44893.64107
31971,193171,Debit Card,,45891.1394
31972,22787,de bit card,pending,45896.61692
31973,26313,debit card,,45530.80492
31974,290899,PAYPAL,co mpleted,45323.71554
31975,266304,credit card,PE NDING,43919.97259
31976,65430,Credit Card,,45982.17221
31977,202258,BA NK TRANSFER,,44664.12199
31978,162473,BANK TRANSFER,Pending,44555.06867
31979,128410,,Pending,45003.96331
31980,72667,PayPal,Failed,45967.84081
31981,230282,,Completed,44775.71745
31982,206746,,completed,44101.27914
31983,172888,debit card,Failed,43842.73627
31984,238139,Bank Transfer,Pending,44576.85135
31985,251892,MOBILE MONEY,COMPLETED,44762.3987
31986,116632,PA YPAL,FA ILED,45983.07742
31987,33975,,Failed,44907.6322
31988,21785,Mobile Money,Pending,45534.17724
31989,282036,CR EDIT CARD,Completed,45111.98813
31990,71671,MOBILE MONEY,,45478.26707
31991,87418,Debit Card,completed,44820.29072
31992,148780,mobile money,FAILED,45495.90559
31993,1088,Debit Card,Failed,44952.6253
31994,97857,Mobile Money,Failed,45609.35716
31995,22421,PAYPAL,Pending,44100.52432
31996,230354,,Pending,44344.54292
31997,118623,BA NK TRANSFER,failed,44762.63469
31998,221429,mobile money,PENDING,44878.45739
31999,147397,Credit Card,CO MPLETED,45935.94312
32000,291065,BANK TRANSFER,pe nding,43841.9281
32001,237888,Credit Card,failed,44432.62728
32002,294981,,Completed,44508.74874
32003,164713,PayPal,Failed,43979.16834
32004,71241,,Failed,45029.60562
32005,288295,credit card,,44474.17908
32006,27665,DEBIT CARD,,45305.19661
32007,206369,PA YPAL,PENDING,45607.19371
32008,299993,paypal,Completed,44344.78877
32009,151915,Credit Card,Pending,45529.94818
32010,151686,BA NK TRANSFER,CO MPLETED,44254.12181
32011,12554,Credit Card,,43902.51986
32012,87026,Mobile Money,PENDING,44317.41226
32013,93013,,Failed,44141.45451
32014,110357,Bank Transfer,Completed,45894.78666
32015,197401,Credit Card,Completed,45022.09549
32016,105840,Mobile Money,Failed,44861.23774
32017,89626,,Completed,45124.95207
32018,165991,PA YPAL,Completed,44875.28945
32019,89750,,,45619.8525
32020,2538,PayPal,Completed,45245.53338
32021,100803,Bank Transfer,Pending,45758.87362
32022,168940,PayPal,Completed,44063.78949
32023,47480,PayPal,pe nding,43956.71856
32024,66278,Credit Card,Pending,45795.49988
32025,203473,,Pending,43936.22121
32026,103328,Debit Card,,45988.40888
32027,226768,CREDIT CARD,failed,44031.43126
32028,13873,Credit Card,Pending,45431.36056
32029,207203,,Failed,44098.01316
32030,192763,CR EDIT CARD,Completed,45787.07359
32031,156035,paypal,Failed,45397.2621
32032,209707,PayPal,Pending,44902.87188
32033,8479,,,44069.47925
32034,208816,CR EDIT CARD,Pending,45674.06737
32035,203064,Credit Card,,44849.88638
32036,146786,,Completed,44171.94358
32037,115593,Debit Card,completed,45646.12079
32038,202507,,FA ILED,45649.17666
32039,252928,DEBIT CARD,Completed,45956.10702
32040,47033,Credit Card,FA ILED,44889.0837
32041,94730,Bank Transfer,Pending,44681.02044
32042,56026,debit card,Completed,44713.00257
32043,65857,,,44489.95545
32044,220779,PayPal,,45326.50411
32045,144589,Bank Transfer,pending,44569.89941
32046,137759,,,45688.30843
32047,180400,paypal,CO MPLETED,43869.8521
32048,306,Mobile Money,COMPLETED,44187.93604
32049,8208,Debit Card,Pending,45640.37539
32050,21578,PayPal,Pending,44163.15659
32051,272498,Credit Card,Completed,45622.01189
32052,58765,Mobile Money,pe nding,43943.51242
32053,115701,,COMPLETED,44469.67444
32054,293865,Debit Card,,44032.06825
32055,155635,BANK TRANSFER,FA ILED,45947.12676
32056,13592,,Completed,44913.47565
32057,16869,mobile money,Failed,44924.69382
32058,288894,BANK TRANSFER,Completed,43939.51293
32059,198715,Mobile Money,Pending,45918.54774
32060,7250,PAYPAL,,45944.96415
32061,185833,Debit Card,Pending,45948.79963
32062,30643,Bank Transfer,PENDING,44792.70124
32063,22939,MO BILE MONEY,Pending,43865.72331
32064,215618,CR EDIT CARD,,44004.72012
32065,69378,paypal,,44014.07474
32066,266530,PayPal,PE NDING,45674.91557
32067,285601,PayPal,Pending,44922.5286
32068,288049,Bank Transfer,Failed,45250.24356
32069,244828,paypal,Completed,44890.90671
32070,245072,Credit Card,,44314.46752
32071,252157,Credit Card,FAILED,44212.3417
32072,14390,mo bile money,,45917.69383
32073,69130,,PENDING,44818.82451
32074,93751,paypal,Completed,45639.81934
32075,222885,Debit Card,Failed,43840.28891
32076,113106,PA YPAL,,44915.7102
32077,271917,cr edit card,,44764.35456
32078,58725,Bank Transfer,Completed,45262.4486
32079,56583,cr edit card,Completed,45968.98971
32080,16195,Credit Card,fa iled,45363.28692
32081,232953,credit card,pending,45839.37337
32082,195437,,Completed,45083.67091
32083,36051,Bank Transfer,Completed,45921.38535
32084,150415,PayPal,PENDING,44484.89552
32085,135988,,Failed,44580.98313
32086,19436,ba nk transfer,Pending,44878.86523
32087,85235,,pe nding,45436.83159
32088,148484,CR EDIT CARD,Failed,44742.19889
32089,293843,Credit Card,PE NDING,45226.33075
32090,254689,BA NK TRANSFER,completed,44053.36945
32091,65539,,FAILED,45369.57642
32092,240594,BA NK TRANSFER,Failed,45042.94639
32093,144004,Debit Card,,45253.0278
32094,290671,,,44502.73078
32095,166784,Credit Card,Completed,45584.02807
32096,32528,Credit Card,Failed,46009.97854
32097,110572,mo bile money,FAILED,45227.90995
32098,152541,,Pending,43887.00645
32099,3496,Bank Transfer,,45355.84614
32100,77417,debit card,FAILED,44599.70195
32101,74231,PayPal,,44763.79948
32102,234893,Debit Card,,44202.4146
32103,11846,,Failed,44614.86077
32104,85415,Credit Card,Failed,44361.92204
32105,86949,Debit Card,,46019.70259
32106,29619,PayPal,Completed,44128.83354
32107,276090,mobile money,Pending,44815.13989
32108,97135,Mobile Money,Failed,44601.54077
32109,212939,,Pending,45164.48604
32110,143775,cr edit card,Pending,45540.43935
32111,97750,Credit Card,Failed,44306.1839
32112,184769,,Pending,44567.3408
32113,183894,debit card,co mpleted,45321.5333
32114,162054,BA NK TRANSFER,Failed,45925.15793
32115,104904,BANK TRANSFER,fa iled,45586.23021
32116,113434,Bank Transfer,Failed,44578.8849
32117,51264,,Pending,43985.18041
32118,259110,PayPal,Pending,46015.58665
32119,105929,Credit Card,Completed,44148.99627
32120,86790,PayPal,co mpleted,44052.46089
32121,277975,BA NK TRANSFER,co mpleted,44897.87521
32122,254958,credit card,Pending,45465.61437
32123,118662,,Pending,45870.88079
32124,284456,Credit Card,,45726.99754
32125,182251,,,44056.99099
32126,176719,credit card,Pending,46019.13529
32127,123686,,,44287.67657
32128,172904,Credit Card,Completed,45216.96564
32129,208855,,PENDING,45342.05657
32130,77524,debit card,Pending,44865.01306
32131,34695,PayPal,Pending,45267.22632
32132,23945,Mobile Money,failed,44814.4611
32133,198846,Mobile Money,,45565.83968
32134,126613,,,45288.80604
32135,162341,mo bile money,Pending,45226.17492
32136,244428,Debit Card,co mpleted,45443.94333
32137,65995,DE BIT CARD,Completed,45533.23908
32138,291750,BANK TRANSFER,Failed,44317.71256
32139,132772,Mobile Money,Failed,44896.03639
32140,134338,Credit Card,,45805.47231
32141,196498,,CO MPLETED,45541.30307
32142,218863,PayPal,Pending,45284.73755
32143,130029,Credit Card,Pending,45368.2036
32144,95450,mo bile money,,45397.75143
32145,258652,Mobile Money,,45724.89829
32146,120409,DEBIT CARD,pe nding,45124.21709
32147,106753,bank transfer,Pending,45927.2813
32148,112277,ba nk transfer,Completed,44255.84114
32149,47377,credit card,Failed,45886.60224
32150,51895,,Completed,45456.56734
32151,290254,Credit Card,Completed,44104.21991
32152,293609,Mobile Money,,45971.05936
32153,23261,Mobile Money,Failed,44350.28672
32154,64655,Debit Card,,44934.44731
32155,109418,Credit Card,Completed,45427.16781
32156,250698,DE BIT CARD,Failed,44772.33025
32157,213713,PayPal,,44740.59671
32158,3699,PayPal,CO MPLETED,45438.44213
32159,173264,Mobile Money,,44917.74427
32160,174383,,Completed,45975.0813
32161,296356,,Pending,45026.10996
32162,109836,mobile money,Completed,43883.88384
32163,201418,Credit Card,CO MPLETED,45921.56275
32164,240998,PayPal,pending,44682.72165
32165,34198,Credit Card,FA ILED,45132.38788
32166,212373,ba nk transfer,pe nding,45500.53186
32167,266186,,,44303.30638
32168,44254,MO BILE MONEY,Pending,43836.76087
32169,272094,mobile money,,44142.39631
32170,205626,Debit Card,Pending,45126.53274
32171,223946,Bank Transfer,Pending,44747.47246
32172,65783,PAYPAL,,44171.74732
32173,110726,MO BILE MONEY,,44793.88752
32174,4341,PayPal,Failed,44177.3715
32175,119821,Mobile Money,,44828.0624
32176,101664,,Pending,44412.41941
32177,166012,Bank Transfer,,43963.29052
32178,175674,,Pending,44337.41218
32179,266067,Mobile Money,Failed,45910.99605
32180,253919,Credit Card,Failed,44567.77049
32181,56972,Bank Transfer,,45442.45677
32182,268939,Mobile Money,,45108.10485
32183,43985,Credit Card,Pending,45226.87634
32184,200733,Debit Card,Completed,45709.12944
32185,69944,Bank Transfer,PENDING,44143.25188
32186,97814,Credit Card,Completed,44313.00953
32187,39829,Bank Transfer,Pending,45119.92051
32188,3312,BA NK TRANSFER,Failed,44585.85435
32189,95029,,pe nding,45415.47107
32190,225568,Debit Card,Pending,45705.45466
32191,53882,,Failed,45882.4083
32192,219825,,Failed,43850.82524
32193,22474,MOBILE MONEY,Failed,45603.88741
32194,259926,PayPal,Completed,45372.90802
32195,295153,Debit Card,co mpleted,43928.87547
32196,286940,Debit Card,COMPLETED,44451.60481
32197,90865,debit card,,45210.41657
32198,15418,,,46003.9932
32199,254869,Bank Transfer,Completed,44481.50279
32200,14399,Bank Transfer,Failed,44281.91205
32201,124271,PayPal,Completed,45967.40032
32202,200577,Credit Card,pe nding,45531.53224
32203,56607,,Failed,45823.71576
32204,1920,Debit Card,,45798.92416
32205,299560,,,45134.87341
32206,138205,DEBIT CARD,,45905.03753
32207,148740,PayPal,Failed,44872.92001
32208,254196,Debit Card,pe nding,45176.88577
32209,132196,,,45163.38446
32210,32164,bank transfer,Failed,44956.71173
32211,145803,mobile money,Completed,44137.54963
32212,70010,pa ypal,pending,44088.56219
32213,53538,CREDIT CARD,Failed,44904.49136
32214,98148,PayPal,Failed,45065.24367
32215,229937,Bank Transfer,completed,45135.203
32216,120745,Credit Card,,44609.22478
32217,260705,Mobile Money,Pending,44779.44507
32218,230698,Bank Transfer,Pending,44854.51185
32219,74289,Credit Card,completed,44528.5806
32220,261045,Credit Card,,45317.10165
32221,158091,Bank Transfer,Pending,44114.81333
32222,69997,de bit card,Pending,44345.7239
32223,222082,DEBIT CARD,Failed,45421.22374
32224,46266,Mobile Money,completed,44052.56567
32225,20271,Credit Card,,44446.8764
32226,209256,Mobile Money,,44069.53106
32227,240807,pa ypal,Failed,44214.68104
32228,68193,Credit Card,Pending,44535.76466
32229,218067,MOBILE MONEY,Pending,44667.55221
32230,208445,Credit Card,,45509.26146
32231,102784,de bit card,Pending,45982.70109
32232,162079,PayPal,Completed,44947.92452
32233,94063,debit card,Completed,45102.37655
32234,97802,mo bile money,Failed,45454.61401
32235,269724,Debit Card,CO MPLETED,45773.36523
32236,173799,Credit Card,Pending,44017.17681
32237,298349,PayPal,Failed,45297.67636
32238,292334,Mobile Money,Completed,45894.94676
32239,97691,DE BIT CARD,co mpleted,45229.73353
32240,27119,MO BILE MONEY,,45996.47551
32241,277101,,,44923.53015
32242,185092,Bank Transfer,fa iled,44607.67948
32243,273134,,Completed,45218.58002
32244,277524,MOBILE MONEY,Completed,44198.97574
32245,215430,Debit Card,Completed,44641.40954
32246,209291,mo bile money,,44519.3094
32247,140295,Bank Transfer,Completed,45513.13978
32248,270602,credit card,pending,44462.14857
32249,142755,Mobile Money,Failed,44308.53924
32250,84716,Credit Card,Failed,45920.11257
32251,231144,Debit Card,,45895.48111
32252,26005,Mobile Money,Completed,45758.90077
32253,54348,Debit Card,Failed,45159.00038
32254,105525,,,45324.77021
32255,115218,PayPal,CO MPLETED,45795.15009
32256,66802,Credit Card,Completed,44783.0578
32257,118928,Credit Card,Completed,45735.43282
32258,274849,BANK TRANSFER,fa iled,45643.92008
32259,282999,Mobile Money,Failed,44452.11268
32260,287247,PayPal,,44211.75046
32261,12408,pa ypal,pe nding,45868.86716
32262,74079,Mobile Money,Completed,45546.98748
32263,50282,Debit Card,completed,44227.74136
32264,198909,Credit Card,Pending,44893.52228
32265,54900,PayPal,,45142.73561
32266,65014,Mobile Money,Failed,44462.5987
32267,13125,,FA ILED,44808.65863
32268,217483,Mobile Money,,44399.34473
32269,109493,PayPal,Pending,44724.47312
32270,52082,PayPal,Completed,45361.42172
32271,88628,Mobile Money,pe nding,45153.6589
32272,9350,Bank Transfer,Pending,45196.19117
32273,220820,Mobile Money,,44451.32641
32274,256431,,completed,44620.4148
32275,102137,Bank Transfer,,44226.6832
32276,173972,Mobile Money,pending,45581.37826
32277,17843,,Completed,45131.03803
32278,73842,PayPal,PE NDING,44831.19293
32279,76722,Credit Card,Pending,45326.91791
32280,128223,Bank Transfer,failed,44012.53462
32281,5156,CREDIT CARD,Failed,44691.96661
32282,163694,,Completed,45864.54541
32283,226584,Bank Transfer,Failed,45167.52898
32284,93879,Mobile Money,Completed,44232.80193
32285,83738,Mobile Money,FA ILED,45797.94122
32286,138552,ba nk transfer,Completed,44588.05496
32287,183536,Bank Transfer,completed,44300.32754
32288,167605,BANK TRANSFER,Pending,44711.71238
32289,279829,,Pending,44919.72923
32290,88610,Debit Card,Completed,45667.27929
32291,114703,Bank Transfer,Completed,45826.79036
32292,258852,PayPal,,44698.11898
32293,15485,PayPal,Failed,45706.42174
32294,258034,,Pending,44790.06074
32295,47158,Mobile Money,Pending,44970.33069
32296,148596,Credit Card,Failed,44959.58172
32297,232277,Credit Card,Failed,45820.30902
32298,136858,PayPal,Completed,44854.22759
32299,49279,mobile money,completed,45512.53025
32300,246689,Bank Transfer,,45910.73259
32301,205812,,Failed,45545.93107
32302,205577,Mobile Money,,45617.24304
32303,128252,Mobile Money,,45413.20221
32304,65795,DEBIT CARD,fa iled,44202.35638
32305,222020,debit card,Pending,45978.94408
32306,135369,PAYPAL,FAILED,44347.24311
32307,7289,Credit Card,Failed,44024.65819
32308,220632,BANK TRANSFER,,44733.23172
32309,206108,bank transfer,completed,44553.24373
32310,145427,PayPal,pe nding,43843.38463
32311,251914,PayPal,,45009.39881
32312,187151,credit card,Pending,44226.17839
32313,5939,Bank Transfer,completed,45029.42944
32314,46389,CR EDIT CARD,Failed,45118.49747
32315,95210,Bank Transfer,Completed,44927.63772
32316,41685,de bit card,Completed,43864.25175
32317,246313,PayPal,Completed,44775.18143
32318,36571,CR EDIT CARD,COMPLETED,44103.70224
32319,163949,Debit Card,Pending,44029.60343
32320,104930,Credit Card,Failed,43859.61429
32321,28118,Bank Transfer,Completed,43837.45309
32322,40501,PayPal,COMPLETED,45844.91544
32323,207089,Credit Card,,44060.44095
32324,261986,Bank Transfer,,45667.29676
32325,137194,,,44152.55618
32326,185859,Credit Card,pe nding,44317.01852
32327,205085,DEBIT CARD,,44361.75706
32328,158402,Bank Transfer,Pending,44274.83764
32329,239689,,co mpleted,44999.23498
32330,194366,ba nk transfer,PE NDING,45963.91555
32331,288085,Debit Card,Failed,43848.41844
32332,292863,mo bile money,Failed,44001.66015
32333,132454,bank transfer,Failed,45805.68767
32334,164874,paypal,Pending,44579.74617
32335,91837,PayPal,Completed,45897.12108
32336,47249,Credit Card,Completed,44045.0094
32337,106856,Debit Card,Completed,45979.19931
32338,178120,Debit Card,FA ILED,44234.1563
32339,44873,Credit Card,,44099.50222
32340,235454,Bank Transfer,,45818.33032
32341,29609,Credit Card,Completed,45171.60069
32342,150576,Credit Card,Failed,45548.75848
32343,106000,Credit Card,Completed,44057.16299
32344,278014,Bank Transfer,PENDING,44807.11807
32345,112743,Credit Card,Failed,45733.16076
32346,204728,Debit Card,COMPLETED,44887.73709
32347,273314,cr edit card,Failed,45430.90997
32348,234106,,completed,44703.51805
32349,24416,BANK TRANSFER,Completed,44311.75775
32350,244621,DE BIT CARD,Completed,43988.9705
32351,32559,Bank Transfer,PENDING,44901.80853
32352,297451,Mobile Money,PENDING,44492.29108
32353,270242,MOBILE MONEY,Pending,43955.25501
32354,68571,Bank Transfer,Completed,43950.05319
32355,41840,MO BILE MONEY,,44543.26832
32356,14056,Debit Card,Pending,43936.19244
32357,164042,Mobile Money,Completed,44061.9326
32358,298302,Debit Card,FAILED,44126.20509
32359,16990,BA NK TRANSFER,failed,44095.3532
32360,70300,,Pending,45530.33937
32361,152208,,completed,45039.59404
32362,298458,,Completed,45065.25391
32363,44486,,Pending,44309.82331
32364,209381,,Pending,44646.76202
32365,69617,ba nk transfer,PE NDING,45825.57998
32366,82247,PayPal,Failed,44239.66802
32367,122281,MO BILE MONEY,Failed,45399.07606
32368,102068,,,44062.04671
32369,70696,Debit Card,,45919.37672
32370,130447,PA YPAL,Failed,44535.0032
32371,219057,Debit Card,PENDING,44739.15583
32372,181990,,Completed,44015.78773
32373,95422,,Completed,44353.80712
32374,134970,bank transfer,COMPLETED,45626.10633
32375,49519,Debit Card,Completed,45209.34887
32376,128384,Bank Transfer,,45083.46563
32377,247888,,Pending,43934.93512
32378,17949,Mobile Money,Pending,45856.99184
32379,72739,Debit Card,FA ILED,44399.57016
32380,189901,,Pending,44621.36468
32381,82269,PayPal,failed,45518.80245
32382,290909,Mobile Money,,45590.47427
32383,92449,bank transfer,Completed,45633.78347
32384,224019,Mobile Money,Pending,45431.23152
32385,48036,,,43947.94698
32386,129701,Debit Card,,45673.40061
32387,103730,Debit Card,,44606.07345
32388,62609,credit card,Failed,45328.55909
32389,8983,MO BILE MONEY,Pending,44388.32706
32390,14736,Mobile Money,Pending,44024.68089
32391,213984,BA NK TRANSFER,Completed,44618.71045
32392,294468,Credit Card,PENDING,44909.65676
32393,185919,Mobile Money,Completed,46018.79492
32394,31569,Mobile Money,Pending,44827.26345
32395,72911,Debit Card,Failed,44367.61427
32396,12107,PAYPAL,,45505.03746
32397,204641,Bank Transfer,pending,45809.62417
32398,81609,Bank Transfer,,44970.74362
32399,291931,paypal,FAILED,45809.03195
32400,4507,Debit Card,,44978.1165
32401,41582,Mobile Money,completed,45475.80274
32402,178616,,CO MPLETED,43995.42997
32403,172913,pa ypal,pe nding,44642.99798
32404,188192,pa ypal,Completed,43953.77445
32405,207444,,,45324.85239
32406,110850,Credit Card,,45490.42201
32407,139938,mobile money,Completed,45473.24168
32408,216449,Credit Card,Pending,44893.98783
32409,265198,BA NK TRANSFER,Pending,44249.82932
32410,180588,PayPal,Completed,44686.57643
32411,25756,,,45575.64711
32412,103773,,CO MPLETED,44581.47629
32413,146000,Debit Card,Failed,46001.89794
32414,283825,PayPal,Failed,45798.1558
32415,114742,Bank Transfer,CO MPLETED,45750.15509
32416,117697,Mobile Money,COMPLETED,45142.15415
32417,227102,Debit Card,pe nding,43898.45062
32418,50278,,Pending,45782.46458
32419,148845,PA YPAL,Failed,44264.12457
32420,125681,Bank Transfer,,45824.10645
32421,225373,PayPal,,44358.17147
32422,17940,Bank Transfer,,44513.8817
32423,200129,CREDIT CARD,Pending,44930.64265
32424,285125,ba nk transfer,Completed,43941.8363
32425,75532,Bank Transfer,Failed,45525.7102
32426,169697,mo bile money,Pending,45443.39729
32427,221528,Credit Card,Pending,45221.0877
32428,165256,Credit Card,fa iled,45580.65024
32429,5158,Debit Card,Completed,45642.74496
32430,136953,debit card,Pending,44238.05288
32431,185554,Mobile Money,pe nding,45319.4092
32432,240221,Mobile Money,,45412.2623
32433,202383,Mobile Money,,44532.16876
32434,160258,bank transfer,Pending,45136.57054
32435,60631,PayPal,COMPLETED,45091.09117
32436,262221,,PENDING,45246.00508
32437,178224,,pending,46006.934
32438,265798,Credit Card,Pending,44410.93555
32439,149828,Credit Card,Failed,44694.61231
32440,274843,,,45486.43736
32441,272620,Mobile Money,Completed,45408.73317
32442,171437,Bank Transfer,Pending,45869.77064
32443,299212,,Pending,45374.40666
32444,77109,Credit Card,fa iled,45138.63318
32445,26859,Credit Card,,44034.18115
32446,250285,Bank Transfer,pe nding,44511.00678
32447,196120,Mobile Money,Completed,45355.86278
32448,102170,CR EDIT CARD,Completed,44816.02586
32449,147609,PayPal,Failed,45079.49544
32450,222450,BANK TRANSFER,Failed,44357.61619
32451,41605,Credit Card,CO MPLETED,46009.77724
32452,190932,Mobile Money,PE NDING,45610.3633
32453,215609,Mobile Money,Pending,45466.84567
32454,43804,Bank Transfer,Failed,45499.02784
32455,287365,mo bile money,Pending,44571.89998
32456,71524,Credit Card,Completed,46006.10711
32457,16791,credit card,Pending,45029.56209
32458,243532,Bank Transfer,,45517.29384
32459,135772,mo bile money,Pending,45024.77454
32460,72728,Bank Transfer,FAILED,43924.47837
32461,121113,Credit Card,Failed,44679.25516
32462,53060,,,44053.11718
32463,240083,,Failed,44803.98525
32464,15659,PayPal,Pending,44962.3165
32465,5795,Bank Transfer,,45149.60444
32466,259874,Credit Card,Pending,44178.48706
32467,188244,Debit Card,,45359.17658
32468,1549,BANK TRANSFER,Failed,45585.97562
32469,103018,MOBILE MONEY,Completed,45384.12459
32470,210708,,,44788.89734
32471,15749,Debit Card,,45342.80621
32472,284683,Credit Card,fa iled,46015.63381
32473,137278,Credit Card,Pending,44445.61022
32474,86829,Credit Card,,45084.94723
32475,177416,,pending,45829.53427
32476,29049,cr edit card,Failed,45152.63604
32477,247011,Debit Card,,44931.19813
32478,110150,Mobile Money,Completed,45531.53998
32479,13799,Credit Card,,44943.43489
32480,253802,,Failed,44868.8304
32481,296755,pa ypal,fa iled,45364.06705
32482,63171,Mobile Money,Completed,45497.90624
32483,40567,MOBILE MONEY,FA ILED,45849.84451
32484,175317,BANK TRANSFER,Completed,45586.28971
32485,175080,,,44685.71936
32486,284007,PayPal,FA ILED,44974.28333
32487,10053,Mobile Money,FA ILED,45602.63283
32488,60940,Bank Transfer,FA ILED,44068.33703
32489,133448,,Completed,45293.55816
32490,178292,Bank Transfer,,45146.27972
32491,174649,Credit Card,,45252.99792
32492,267462,mobile money,Failed,44900.41394
32493,172898,Mobile Money,Pending,45923.08516
32494,97362,PayPal,,45295.74611
32495,121908,Credit Card,Completed,45416.54595
32496,207657,Bank Transfer,FAILED,45091.04388
32497,154407,Debit Card,completed,44803.50091
32498,43791,,COMPLETED,45095.3603
32499,274634,Bank Transfer,co mpleted,44703.41915
32500,174677,Bank Transfer,pe nding,46013.95082
32501,246102,Mobile Money,Completed,45492.78892
32502,62776,PayPal,Pending,44274.11232
32503,233659,PayPal,Pending,45732.5822
32504,225531,Credit Card,Failed,44445.29478
32505,95871,,pending,45250.50849
32506,264190,Mobile Money,COMPLETED,45429.44991
32507,123957,Mobile Money,Completed,45610.06764
32508,137335,,CO MPLETED,44857.98083
32509,275399,Bank Transfer,PE NDING,45501.50847
32510,204671,Bank Transfer,,44300.01096
32511,73860,,Pending,45182.01507
32512,261452,Mobile Money,Failed,45839.08701
32513,276152,cr edit card,Failed,45603.60542
32514,295427,Credit Card,FAILED,45044.63059
32515,284899,PayPal,,44049.717
32516,12188,,Completed,43868.63939
32517,233306,Mobile Money,pe nding,45228.94411
32518,282910,PayPal,Completed,44309.66507
32519,226114,Bank Transfer,,45829.6057
32520,252952,MO BILE MONEY,,45687.23866
32521,95324,DE BIT CARD,,43972.27709
32522,264429,Credit Card,Pending,44625.62269
32523,44646,,Failed,43915.18079
32524,107754,bank transfer,Completed,45933.41295
32525,121856,Mobile Money,Pending,44865.76237
32526,30201,PayPal,Pending,44219.63412
32527,215942,credit card,Failed,44005.28684
32528,165978,,FAILED,45634.03521
32529,25100,MO BILE MONEY,,44928.08403
32530,17446,Mobile Money,,45142.43009
32531,255101,bank transfer,,44348.90272
32532,154878,,Failed,45234.70142
32533,259777,paypal,Pending,44637.75088
32534,167969,Debit Card,Pending,45431.22416
32535,126760,Bank Transfer,,44203.7014
32536,13615,,FA ILED,44998.61691
32537,154257,credit card,,45221.32125
32538,91281,credit card,Completed,45160.22125
32539,233529,Bank Transfer,,44210.07934
32540,185149,PayPal,Completed,44567.28352
32541,278798,,Failed,44797.03981
32542,210391,Credit Card,Failed,44131.38973
32543,232878,PayPal,,44521.13864
32544,51671,Debit Card,Completed,44894.11887
32545,29558,Bank Transfer,,45031.95312
32546,145769,Bank Transfer,Completed,44638.64565
32547,235798,,Completed,44932.23306
32548,222180,mobile money,fa iled,45448.07197
32549,204533,Bank Transfer,Pending,45375.99535
32550,171632,Credit Card,,44747.70202
32551,55501,,Failed,45170.16102
32552,226856,Debit Card,,45405.32546
32553,52650,PayPal,CO MPLETED,44180.8044
32554,48896,Credit Card,PE NDING,45330.5346
32555,57143,PayPal,Failed,44126.90349
32556,180833,Mobile Money,Completed,44967.29508
32557,211810,Mobile Money,Failed,44620.14078
32558,263784,Debit Card,Completed,44299.7072
32559,243446,,,43861.96461
32560,187228,Credit Card,,45693.35079
32561,233978,PayPal,fa iled,44146.73765
32562,79401,Bank Transfer,pending,44533.68576
32563,167949,Credit Card,Completed,45092.87515
32564,116167,,failed,44884.99151
32565,281949,Debit Card,Failed,45959.21045
32566,158405,Debit Card,pe nding,45670.74942
32567,123722,,Failed,45491.26604
32568,251591,PayPal,,45912.60695
32569,173425,PayPal,CO MPLETED,46014.29771
32570,61024,Credit Card,Failed,45163.18058
32571,43726,de bit card,Failed,43929.10943
32572,262852,,Pending,45561.45494
32573,293811,PayPal,Failed,43913.19233
32574,265494,DEBIT CARD,Completed,43950.08245
32575,212705,Bank Transfer,,45567.25896
32576,247239,,,45484.07175
32577,122780,Credit Card,co mpleted,45447.05356
32578,20713,PayPal,Pending,43832.43378
32579,172945,Debit Card,fa iled,45717.29884
32580,218773,,,45551.01532
32581,213951,Debit Card,Pending,44848.96438
32582,178494,,,43912.84441
32583,30586,,Failed,45453.93305
32584,273670,PayPal,Completed,45372.61772
32585,286468,,Completed,45516.6182
32586,13574,Bank Transfer,Completed,44036.92427
32587,263877,Credit Card,PE NDING,45129.71143
32588,14226,DEBIT CARD,CO MPLETED,45748.29349
32589,194415,Mobile Money,,44758.88041
32590,32035,MO BILE MONEY,Failed,43970.21959
32591,41544,de bit card,Failed,45748.7984
32592,275305,cr edit card,Failed,44525.91397
32593,209432,PayPal,,44641.07681
32594,146549,PayPal,Pending,45126.30657
32595,140239,Credit Card,Failed,44901.74342
32596,273912,Mobile Money,FA ILED,43860.8158
